"argument_id","frame_id","frame","topic_id","topic","premise","stance","conclusion","conclusion_hash","premise_hash"
"4495","64","social","487","Drivers licenses for Illegal immigrants in the US","This debate often assumes that driver's licenses would simply be offered to illegal Mexican immigrants, with the claim that the US economy is dependent on these ""productive"" illegal immigrants. But, what about other groups of illegal immigrants that may be ""less desirable""? What about an illegal immigrant from, for example, Iran? The problem is that the proposition tends to base its arguments off of only one particular group of illegal immigrants (Mexican immigrants constituted around 57% of the illegal immigrant population in 2007), while seemingly denying the costs of accepting other groups of illegal immigrants into this program.","Con","Driver's licenses would have to be offered to ALL illegal immigrants (not just Mexican)","5420a9bbca9146b7caf86c41d8118f6e","9247b9ffd19003fa6a7f34fd94970458"
"12439","64","social","1637","Three Gorges Dam","As the greatest dam on earth, the Three Gorges Dam will bring added respect to China in the world and in its foreign policy.","Pro","Three Gorges Dam gives China added respect in the world.","935bd93048a940adda6a31e53de4de99","7f247d7d01bd8993bdea8c6adf4a95a1"
"10806","64","social","1181","Progressive tax vs. flat tax","It is the case that paying taxes gives citizens a sense of ownership of the democracy and society in which they live. For this reason, a flat tax would offer an more equitable sense of ownership of wealthy and poor citizens. Progressive taxation, however, skews this sense of ownership toward the wealthy.","Con","Progressive taxes create imbalanced sense of civic ownership.","990ca6f5857e96e96a488fd839db71b3","f2978528d2ebd9180b1b53af5351762f"
"7392","64","social","751","Infant male circumcision","I am very happy for my son that he is natural. Which is more important? Having a penis that looks like mine? Or enjoying the benefits a foreskin provides? [...] It doesn’t make sense that his foreskin should arbitrarily be cut off just because they did it back when I was born. Routine circumcision is a colossal mistake. The same mistake should not be done to him simply because it was unfortunately done to me. Two wrongs don’t make a right. It’s got to stop somewhere [...] All this concern about looking the same -- I think its rare for fathers, sons and brothers to pay much attention to each other’s penises. But if a difference is noticed, the absent foreskin can be so easily explained. They used to think removing the foreskin was necessary. Now they know, it’s not.","Con","Dangerous cultural pressure exists surrounding circumcision","1421cdf9302ae44481ed9664bc75f484","457ff93ef81e405f9bf6a635b0d0be3b"
"7391","64","social","751","Infant male circumcision","there are several ways it may affect fertility: most obviously, the lack of a foreskin could make insertion, ejaculation or both take longer. Perhaps long enough that an illicit quickie will not always reach fruition[...]Older men are in a position to form alliances with younger men—passing on knowledge, lending them political support and giving them access to weapons. By insisting that the young undergo genital mutilation of some form as a quid pro quo, an older married man can seek to ensure that even if he is cuckolded, he will still be the father of his wives’ children.","Con","Circumcision was used to reduce fertility of certain groups","a01841b9ea68e9304cb0414ccd32d72d","5e57294f9c93a54e57772a15fab96e4e"
"2496","64","social","258","Carbon emissions trading","Given the above argument, this is a more reasonable approach to rewarding and punishing an industry whose emergence pre-dates the environmental concerns surrounding carbon emissions. Polluters should be rewarded for taking steps to be more ""efficient"", opposed to being efficient already.","Pro","Carbon trading fairly punishes inefficient polluters.","3483884465aabf0f74c963ea38618c48","2fe14e81f4bdab78a659bfbc1e5de096"
"8477","64","social","885","Legalization of Marijuana","It is the contention by proponents of prohibition that our youth ""grow up in a society where they have no knowledge of the costs"" of marijuana usage. This is false. The fact is, our children are inundated with anti-marijuana propaganda on a daily basis from all sources such as television ""public service"" announcements, classroom instruction, MANY anti-marijuana children's organizations... and our own government, in that it is currently illegal. They are never allowed the benefits of a non-biased opinion on the subject. They are subjected to ""guest speakers"" in school who have had very bad experiences from drugs, shown the possible worst case consequences from television show themes... but never given access to the opinions of those who have had GOOD experiences (such as tribal shamen, chemotherapy recipients or glaucoma treatees). We even make it illegal to allow them to see another side by adding drug use as a criteria by which to disallow movie entry to any below a certain age. It is easy to brainwash a generation into believing that something is wrong if you illegalize it and render it socially unacceptable. That IS loss of liberty; that IS government control of freedom of choice; and that IS social ramification.","Pro","Children have been brainwashed on ""high costs"" of marijuana.","23294cfb0715a155f3a869d4a4d7a74f","f11fe15e447ea8d4992bb26c07caf464"
"10435","64","social","1134","Plug-in hybrids","In the short-run if PHEVs are used at mass, it will certainly trigger the problem already existing in so many places.","Con","The shift to electricity may cause black-outs in many areas.","88b80e3a9c94db97985e78a3d9723c72","77dcc32579c44b7e15b97bc98ac76783"
"4494","64","social","487","Drivers licenses for Illegal immigrants in the US","The primary basis for this argument is that illegal immigrants are, inherently, in the United States illegally. On a purely legal basis, they should not be afforded legal documentation such as a driver's license, and should be deported. Beyond the legality, many argue that the presence of illegal immigrants is harmful economically and socially to lawful citizens, providing additional cause to moving away from integration and such measures as providing illegal immigrants with driver's licenses.","Con","Illegal immigrants should not be integrated into American society, but rather deported.","752b99ea58bcb213d0cbf669a62f2157","93d065cbd9e496bd5bf0f692b017e685"
"7327","75","adult health","751","Infant male circumcision","Phimosis is a situation in which the foreskin has difficulty retracting or returning over the head of the penis due to abnormally tight foreskin. This, however, can be solved by other means than circumcision. In addition, doctors often mistaken the natural state of the infants foreskin (which does not retract until later years) as phimosis, and subsequently mistakenly opt to circumcise the infant.","Con","Circumcision is not a good solution to phimosis of foreskin","cb03f18b5fc07fce9e7f9a3e17f5a7e0","bff23fa3b89a6c33d28333632b8270d5"
"448","75","adult health","27","Adult male circumcision","Circumcision has been driven by a religious and other ideologies that have, for example, considered masturbation a sin and circumcision a solution to this sin. Medical studies and conclusions are often driven by a desire to justify these ideological positions.","Con","Ideologies drive false medical justifications for circumcision","8df54f43cd16f0a914057d2e1eaf1cd8","93c07bc243440f813e722148597d33d4"
"436","75","adult health","27","Adult male circumcision","2. Human Papilloma Virus (HPV). This is the most prevalent STI in the United States (US) – 6 million new cases/year. An international study involving 5 nations has shown that HPV is 3 times more commonly found on uncircumcised penises as compared to those circumcised. HPV is the cause of penile, cervical and anogenital cancers.","Pro","Circumcision can help protect against human papilloma virus.","b709a83a91d7810c0a321f33b03e4ca0","f5af525fcc7f89e46023a781f3fde90e"
"7317","75","adult health","751","Infant male circumcision","Dr. Brian Morris, Professor of Molecular Medical Sciences. ""Here are the Main Benefits of Circumcision"". Opposing Views - ""Reduces by 30–50% risk of prostate cancer, which affects 1 in 6 men.""","Pro","Circumcision reduces the risk of prostate cancer","f9570402ae5a3119b87ce66102a8269e","7116efae5d469a05af5b0aea1cbe9257"
"7314","75","adult health","751","Infant male circumcision","Prevention of balanitis (inflammation of the glans) and balanoposthitis (inflammation of the glans and foreskin).","Pro","Circumcision helps prevent balantis in the penis","b9216cef84f7c75d1c6952ee8ec89955","50c479a575fa1d50766763bb9cd308de"
"440","75","adult health","27","Adult male circumcision","6. Herpes simplex. A recent study showed that circumcision reduces the acquisition of genital herpes by 25%.","Pro","Circumcision helps prevent herpes.","f37876818cf7e4f59d9fafe8fbfc51ef","ee5eda0d5083efeb8ead107b35a6fd4c"
"7319","75","adult health","751","Infant male circumcision","Edgar J. Schoen, MD, Clinical Professor of Pediatrics. ""Protection Against A Number of Sexually Transmitted Infections"". Opposing Views - ""3. Chlamydia is second in prevalence to HPV as an STI in the US. Women sexual partners of uncircumcised men are 5 times more likely to have high antibody titers to Chlamydia as the partners of circumcised men. Chlamydia is a leading cause of female infertility.""","Pro","Circumcision helps protect against chlamydia","afc46eb6653619c526cb73bb32936d82","1f4f2d6ed1801798a882ca048f206fcd"
"444","75","adult health","27","Adult male circumcision","Protection: Just as the eyelids protect the eyes, the foreskin protects the glans and keeps its surface soft, moist, and sensitive. It also maintains optimal warmth, pH balance, and cleanliness. The glans itself contains no sebaceous glands-glands that produce the sebum, or oil, that moisturizes our skin.11 The foreskin produces the sebum that maintains proper health of the surface of the glans.","Con","Circumcision eliminates foreskin's many protective functions","d72202f8c836da778fbf4d5b79bb60ca","078d01216e7808bfa86cd32821209992"
"431","75","adult health","27","Adult male circumcision","The foreskin can trap bacteria and give rise to infections of the penis.","Pro","The uncircumcised often suffer from penis infections","55d79bf4c2bdaaac67a113e27912986a","4810dbc3bd9613dae7f6ad71ce1fa6ab"
"7324","75","adult health","751","Infant male circumcision","It is absolutely essential to always use a condom during casual sexual encounters and extramarital affairs. Having no foreskin is ""healthy"" in the trivial sense that nothing can go wrong with an absent organ. Parents should not assume that their sons will be sexually irresponsible in a way that will defy their authority, but instead should teach their sons to respect the opposite sex and themselves. And failing that, to use a condom!","Con","Most male sexual health problems stem from irresponsible sex, not circumcision.","8b34178bf34fa7116025bc3aefd0e4ad","2aaa1c539c7e825216835665364d56d3"
"7322","75","adult health","751","Infant male circumcision","Edgar J. Schoen, MD, Clinical Professor of Pediatrics. ""Protection Against A Number of Sexually Transmitted Infections"". Opposing Views: ""6. Herpes simplex. A recent study showed that circumcision reduces the acquisition of genital herpes by 25%.""","Pro","[[Argument: Circumcision helps prevent herpes Circumcision helps prevent herpes","e66c1bed1e8421e7753d1a8cf6648a36","5c30f288a821c0a2591d52f7d29d9ab4"
"433","75","adult health","27","Adult male circumcision","Prevention of phimosis (the inability to retract the foreskin) and paraphimosis (the inability to return the foreskin to its original location).","Pro","Circumcision helps prevent phimosis","699439816cdb3187a00127e62c7bc1cc","d1293602934577d13b5f4dfcd64aa5f8"
"442","75","adult health","27","Adult male circumcision","It is absolutely essential to always use a condom during casual sexual encounters and extramarital affairs. Having no foreskin is ""healthy"" in the trivial sense that nothing can go wrong with an absent organ. Parents should not assume that their sons will be sexually irresponsible in a way that will defy their authority, but instead should teach their sons to respect the opposite sex and themselves. And failing that, to use a condom!","Con","Most male sexual health problems stem from irresponsible sex, not circumcision.","8b34178bf34fa7116025bc3aefd0e4ad","2aaa1c539c7e825216835665364d56d3"
"7313","75","adult health","751","Infant male circumcision","The foreskin can trap bacteria and give rise to infections of the penis.","Pro","The uncircumcised often suffer from penis infections","55d79bf4c2bdaaac67a113e27912986a","4810dbc3bd9613dae7f6ad71ce1fa6ab"
"437","75","adult health","27","Adult male circumcision","3. Chlamydia is second in prevalence to HPV as an STI in the US. Women sexual partners of uncircumcised men are 5 times more likely to have high antibody titers to Chlamydia as the partners of circumcised men. Chlamydia is a leading cause of female infertility.","Pro","Circumcision helps protect against chlamydia.","9f57a423214863d61e074accc7b00bc3","dea6ecb43ea9524138c404904ea967d2"
"7329","75","adult health","751","Infant male circumcision","Most parents are pressured to hand their baby sons over to a stranger, who, behind closed doors, straps babies down and cuts their foreskins off. The billion-dollar-a-year circumcision industry has bombarded Americans with confusing rhetoric and calculated scare tactics.","Con","Circumcision industry drives false medical justifications","41715819d44adb8a248bb74e16cde88a","62e0615992521f59142cc509b6b9876b"
"7323","75","adult health","751","Infant male circumcision","The vast majority of continental European men who are not Moslems are intact. If being intact leads to worse health outcomes, comparing data from Europe and America would reveal that. I know of no such comparison, except one: the circumcised USA has the highest frequency of HIV positive individuals in the OECD.","Con","Uncircumcised Europeans do not experience significant health problems.","b23a88c9e5807c307838ed4930d51747","9785e267cf5b7f6a8ab7785ee115b40e"
"7330","75","adult health","751","Infant male circumcision","Circumcision has been driven by a religious and other ideologies that have, for example, considered masturbation a sin and circumcision a solution to this sin. Medical studies and conclusions are often driven by a desire to justify these ideological positions.","Con","Ideologies drive false medical justifications for circumcision","8df54f43cd16f0a914057d2e1eaf1cd8","93c07bc243440f813e722148597d33d4"
"434","75","adult health","27","Adult male circumcision","Some older men develop cancer of the penis - about 1 in 1000 - fairly rare, but tragic if you or your son are in that small statistic. Infant circumcision gives almost 100% protection, and young adult circumcision also gives a large degree of protection.","Pro","Circumcision helps protect against cancer of the penis","d2a07b56de43399ab47389f077271bf5","2c4d1277e42591d3802600826513a491"
"447","75","adult health","27","Adult male circumcision","Most parents are pressured to hand their baby sons over to a stranger, who, behind closed doors, straps babies down and cuts their foreskins off. The billion-dollar-a-year circumcision industry has bombarded Americans with confusing rhetoric and calculated scare tactics.","Con","Circumcision industry drives false medical justifications.","6fb4a2d439a31b317498d70f7d9bd41f","62e0615992521f59142cc509b6b9876b"
"7325","75","adult health","751","Infant male circumcision","Millions of years of evolution have fashioned the human body into a model of refinement, elegance, and efficiency, with every part having a function and purpose. Evolution has determined that mammals' genitals should be sheathed in a protective, responsive, multipurpose foreskin. Every normal human being is born with a foreskin. In females, it protects the glans of the clitoris; in males, it protects the glans of the penis. Thus, the foreskin is an essential part of human sexual anatomy.","Con","The foreskin is a brilliant product of human evolution","925622e6971afd75247d22b49e276bb5","feab3e578e5351495f3fd99996729fe3"
"7315","75","adult health","751","Infant male circumcision","Prevention of phimosis (the inability to retract the foreskin) and paraphimosis (the inability to return the foreskin to its original location).","Pro","Circumcision helps prevent phimosis","699439816cdb3187a00127e62c7bc1cc","d1293602934577d13b5f4dfcd64aa5f8"
"439","75","adult health","27","Adult male circumcision","5. Chancroid. Less lethal than syphilis but prevalent in under developed countries. During the Korean War, 90% of chancroid cases in US soldiers occurred in the 30% who weren’t circumcised.","Pro","Circumcision helps prevent chancroids.","e58ff9d25e7d9431c1bb794c7d9116dd","f12458245041e4212b0e401dba20eabb"
"438","75","adult health","27","Adult male circumcision","4. Syphilis has long been known to be more common in uncircumcised men. Easy tearing of the delicate inner foreskin lining during intercourse offers entry to the spirochete.","Pro","Circumcision helps protect against syphilis.","67a7342168aa593bc2591a1f046376fb","c26e8d081d53b8287d612396ea2bf688"
"7320","75","adult health","751","Infant male circumcision","Edgar J. Schoen, MD, Clinical Professor of Pediatrics. ""Protection Against A Number of Sexually Transmitted Infections"". Opposing Views: ""4. Syphilis has long been known to be more common in uncircumcised men. Easy tearing of the delicate inner foreskin lining during intercourse offers entry to the spirochete.""","Pro","Circumcision helps protect against syphilis","d399a9b0c8a951420e21fd8a5112d7cf","b6dec8b2de87e62c768a3d516deacd50"
"435","75","adult health","27","Adult male circumcision","Reduces by 30–50% risk of prostate cancer, which affects 1 in 6 men.","Pro","Circumcision reduces the risk of prostate cancer.","713886ba1af2a360d03a8203562cc253","30790a35d8bc6acf647116db1bba697c"
"432","75","adult health","27","Adult male circumcision","Prevention of balanitis (inflammation of the glans) and balanoposthitis (inflammation of the glans and foreskin).","Pro","Circumcision helps prevent balantis in the penis","b9216cef84f7c75d1c6952ee8ec89955","50c479a575fa1d50766763bb9cd308de"
"443","75","adult health","27","Adult male circumcision","Millions of years of evolution have fashioned the human body into a model of refinement, elegance, and efficiency, with every part having a function and purpose. Evolution has determined that mammals' genitals should be sheathed in a protective, responsive, multipurpose foreskin. Every normal human being is born with a foreskin. In females, it protects the glans of the clitoris; in males, it protects the glans of the penis. Thus, the foreskin is an essential part of human sexual anatomy.","Con","The foreskin is a brilliant product of human evolution","925622e6971afd75247d22b49e276bb5","feab3e578e5351495f3fd99996729fe3"
"7326","75","adult health","751","Infant male circumcision","Protection: Just as the eyelids protect the eyes, the foreskin protects the glans and keeps its surface soft, moist, and sensitive. It also maintains optimal warmth, pH balance, and cleanliness. The glans itself contains no sebaceous glands-glands that produce the sebum, or oil, that moisturizes our skin.11 The foreskin produces the sebum that maintains proper health of the surface of the glans.","Con","Circumcision eliminates foreskin's many protective functions","d72202f8c836da778fbf4d5b79bb60ca","078d01216e7808bfa86cd32821209992"
"441","75","adult health","27","Adult male circumcision","The vast majority of continental European men who are not Moslems are intact. If being intact leads to worse health outcomes, comparing data from Europe and America would reveal that. I know of no such comparison, except one: the circumcised USA has the highest frequency of HIV positive individuals in the OECD.","Con","Uncircumcised Europeans do not experience significant health problems.","b23a88c9e5807c307838ed4930d51747","9785e267cf5b7f6a8ab7785ee115b40e"
"7328","75","adult health","751","Infant male circumcision","Skin bridge' can result from circumcision. It is a complication in healing of the wound, by which a piece of skin from the shaft of the penis has become attached to the glans, or another point along the shaft, forming a 'bridge' that must be surgically corrected.","Con","Circumcision can cause ""skin bridge"" on penis","37ad44fad47c2b82d211f17aae5f3574","9d04cecde925881e93ce67682d629940"
"7321","75","adult health","751","Infant male circumcision","Edgar J. Schoen, MD, Clinical Professor of Pediatrics. ""Protection Against A Number of Sexually Transmitted Infections"". Opposing Views ""5. Chancroid. Less lethal than syphilis but prevalent in under developed countries. During the Korean War, 90% of chancroid cases in US soldiers occurred in the 30% who weren’t circumcised.""","Pro","Circumcision helps prevent chancroids","ae174d89c4575e4339fc6dd24589ffcd","8f409486dd3e0fdaadcb7c3a5088d64d"
"445","75","adult health","27","Adult male circumcision","Phimosis is a situation in which the foreskin has difficulty retracting or returning over the head of the penis due to abnormally tight foreskin. This, however, can be solved by other means than circumcision. In addition, doctors often mistaken the natural state of the infants foreskin (which does not retract until later years) as phimosis, and subsequently mistakenly opt to circumcise the infant.","Con","Circumcision is not a good solution to phimosis of foreskin","cb03f18b5fc07fce9e7f9a3e17f5a7e0","bff23fa3b89a6c33d28333632b8270d5"
"7312","75","adult health","751","Infant male circumcision","I am impressed by the complications of non-circumcision, particularly acute paraphimosis, chronic phimosis, penile carcinoma and papillomata about the prepuce.","Pro","Non-circumcision can result in many complications","992ef48cda49fa7ffa6fcdd1b64cbe00","a09fe8d798f4d88a85c8743b3dc71af9"
"7318","75","adult health","751","Infant male circumcision","Edgar J. Schoen, MD, Clinical Professor of Pediatrics. ""Protection Against A Number of Sexually Transmitted Infections"". Opposing Views - ""2. Human Papilloma Virus (HPV). This is the most prevalent STI in the United States (US) – 6 million new cases/year. An international study involving 5 nations has shown that HPV is 3 times more commonly found on uncircumcised penises as compared to those circumcised. HPV is the cause of penile, cervical and anogenital cancers.""","Pro","Circumcision helps protect against human papilloma virus","f5dd38c22523c0d85921de4dcad6d998","ef7e46a5da5e6ccd837dcaccc79c9550"
"7316","75","adult health","751","Infant male circumcision","Some older men develop cancer of the penis - about 1 in 1000 - fairly rare, but tragic if you or your son are in that small statistic. Infant circumcision gives almost 100% protection, and young adult circumcision also gives a large degree of protection.","Pro","Circumcision helps protect against cancer of the penis","d2a07b56de43399ab47389f077271bf5","2c4d1277e42591d3802600826513a491"
"446","75","adult health","27","Adult male circumcision","Skin bridge' can result from circumcision. It is a complication in healing of the wound, by which a piece of skin from the shaft of the penis has become attached to the glans, or another point along the shaft, forming a 'bridge' that must be surgically corrected.","Con","Circumcision can cause a ""skin bridge"" on penis.","0fb1b97263125703c8b0ea0360908094","9d04cecde925881e93ce67682d629940"
"430","75","adult health","27","Adult male circumcision","I am impressed by the complications of non-circumcision, particularly acute paraphimosis, chronic phimosis, penile carcinoma and papillomata about the prepuce.","Pro","Non-circumcision can result in many complications","992ef48cda49fa7ffa6fcdd1b64cbe00","a09fe8d798f4d88a85c8743b3dc71af9"
"7361","79","sexuality","751","Infant male circumcision","A number of studies have found that circumcised males have greater stamina (or lower rates of premature ejaculation) than uncircumcised men. The longer a man can last, the more likely he is to cause a women to orgasm or orgasm multiple times. This is more gratifying for men.","Pro","Circumcision increases sexual stamina and satisfaction","4485d086177524ef078b0d6e9e77a9ad","84f8ea01f35470fa15d938a3dac45e5e"
"7364","79","sexuality","751","Infant male circumcision","Laumann et al. reported that circumcised men in their survey displayed greater rates of experience of various sexual practices, including oral sex, anal sex, and masturbation.[29] For example, among whites the ""estimated ratio of the odds of masturbating at least once a month for circumcised men was 1.76 that for uncircumcised men."" Dr. Laumann provides two explanations for the difference in sexual practices. ""One is that uncircumcised men, a minority in this country, may feel a stigma that inhibits them. Another is that circumcision reduces sensitivity in the penis, leading circumcised men to try a range of sexual activities.""","Pro","Circumcised men engage in more varied sexual activity.","180eab29c6ac3301da4eb2dcd2181692","f3400b2d325ae0fce6912248dde1dcad"
"7371","79","sexuality","751","Infant male circumcision","Circumcision denudes: Depending on the amount of skin cut off, circumcision robs a male of as much as 80 percent or more of his penile skin. Depending on the foreskin's length, cutting it off makes the penis as much as 25 percent or more shorter. Careful anatomical investigations have shown that circumcision cuts off more than 3 feet of veins, arteries, and capillaries, 240 feet of nerves, and more than 20,000 nerve endings.31 The foreskin's muscles, glands, mucous membrane, and epithelial tissue are destroyed, as well.","Con","Circumcision shortens the penis slightly","cf5b3f6346211a601b68f74d0b7fc220","ef50308e65dacbbfeb54134782d90730"
"7362","79","sexuality","751","Infant male circumcision","In my practice, there has never been the slightest suggestion that circumcision interferes in any way with sexual performance or gratification.","Pro","Circumcision does not interfere with sexual performance","adb27ce8a8cc615fbcf4ac1cdf414d32","176ad1fbb2ec0c6fbbfde863d81f0dd5"
"463","79","sexuality","27","Adult male circumcision","The reactions of uncircumcised men that became circumcised later in life is that it improved their sexual performance and pleasure. This is important group to follow because they are the only group that experienced sex with an uncircumcised and circumcised penis.","Pro","Those circumcised in adulthood note improved sex","41af4c88467cdd5654c0f5d9341da440","13b3c9d58112e2d5eafba93e6eb21347"
"7369","79","sexuality","751","Infant male circumcision","Waldinger et al. recruited 500 men (98 circumcised and 261 not-circumcised) from five countries: the Netherlands, United Kingdom, Spain, Turkey, and the United States and studied their ejaculation times during sexual intercourse. They found that circumcised men took on average 6.7 minutes to ejaculate, compared with 6.0 minutes for uncircumcised men. This difference was not statistically significant. The comparison excluded Turkey, which was significantly different from the other countries studied.[30] Commenting on the study, Sorrells et al. said ""Turkish men, the vast majority of whom are circumcised, had the shortest Intravaginal ejaculation latency time (IELT).""","Con","Circumcised and uncircumcised men have statistical equal stamina","3f38cbb2aac2c434836af805f7135116","7c8442c2e6b02b7f238e1d9d159d40fc"
"7370","79","sexuality","751","Infant male circumcision","The Foreskin Has Crucial Functions"". National Organization of Circumcision Information. Opposing views - ""These nerve endings allow a man to modulate his sexual experience. Without them, a man may feel pleasure, but, without warning, reaches ejaculation quickly. The greatest complaint of circumcised males is premature ejaculation.","Con","Circumcision impairs sensing/avoiding premature ejaculation","177c8a792fb0cbbb823ac23dbe7def6f","45f6ff6ca3ceba8ab1015566df13e2b4"
"462","79","sexuality","27","Adult male circumcision","Laumann et al. reported that circumcised men in their survey displayed greater rates of experience of various sexual practices, including oral sex, anal sex, and masturbation.[29] For example, among whites the ""estimated ratio of the odds of masturbating at least once a month for circumcised men was 1.76 that for uncircumcised men."" Dr. Laumann provides two explanations for the difference in sexual practices. ""One is that uncircumcised men, a minority in this country, may feel a stigma that inhibits them. Another is that circumcision reduces sensitivity in the penis, leading circumcised men to try a range of sexual activities.""","Pro","Circumcised men engage in more varied sexual activity.","180eab29c6ac3301da4eb2dcd2181692","f3400b2d325ae0fce6912248dde1dcad"
"7367","79","sexuality","751","Infant male circumcision","there are many other situations where circumcision helps prevent future disease or discomfor[...]3 Where you and your partner keep getting 'thrush' infections. Some call this 'sexual ping-pong'. One keeps passing it back to the other. Of course, you may first try creams or tablets from your doctor or chemist, but if it keeps coming back, circumcision will cure it. It did for me. The foreskin is a warm and moist incubator under which infections can easily develop.","Pro","Uncircumcised men often pass infections/diseases to spouses","15cf2949ed5d0e20786a6afce6e7776c","692b6a3df6e490d30f3a48f22637193a"
"460","79","sexuality","27","Adult male circumcision","In my practice, there has never been the slightest suggestion that circumcision interferes in any way with sexual performance or gratification.","Pro","Circumcision does not interfere with sexual performance","adb27ce8a8cc615fbcf4ac1cdf414d32","176ad1fbb2ec0c6fbbfde863d81f0dd5"
"465","79","sexuality","27","Adult male circumcision","there are many other situations where circumcision helps prevent future disease or discomfor[...]3 Where you and your partner keep getting 'thrush' infections. Some call this 'sexual ping-pong'. One keeps passing it back to the other. Of course, you may first try creams or tablets from your doctor or chemist, but if it keeps coming back, circumcision will cure it. It did for me. The foreskin is a warm and moist incubator under which infections can easily develop.","Pro","Uncircumcised men often pass infections/diseases to spouses","15cf2949ed5d0e20786a6afce6e7776c","692b6a3df6e490d30f3a48f22637193a"
"461","79","sexuality","27","Adult male circumcision","Ralph Ginzburg's letter (May 13) condemning circumcision is filled with so many sensational untruths that it deserves rebuttal[...]His most ridiculous statement concerns his informal studies, when he refers to a loss of sexual pleasure that may impoverish wives and lovers. Mr. Ginzburg needs to realize that true sexual pleasure demands much interaction between two people, and if someone is dependent on a small piece of redundant skin to furnish it, he is truly impoverished.","Pro","Circumcision does not interfere with sexual pleasure","f0197e1fff22a0c6e8c10b4813e46aa5","f0be2cd25cd4a3006045e9be44288379"
"467","79","sexuality","27","Adult male circumcision","Waldinger et al. recruited 500 men (98 circumcised and 261 not-circumcised) from five countries: the Netherlands, United Kingdom, Spain, Turkey, and the United States and studied their ejaculation times during sexual intercourse. They found that circumcised men took on average 6.7 minutes to ejaculate, compared with 6.0 minutes for uncircumcised men. This difference was not statistically significant. The comparison excluded Turkey, which was significantly different from the other countries studied.[30] Commenting on the study, Sorrells et al. said ""Turkish men, the vast majority of whom are circumcised, had the shortest Intravaginal ejaculation latency time (IELT).""","Con","Circumcised and uncircumcised men have statistical equal stamina","3f38cbb2aac2c434836af805f7135116","7c8442c2e6b02b7f238e1d9d159d40fc"
"470","79","sexuality","27","Adult male circumcision","Circumcision disrupts circulation: Circumcision interrupts the normal circulation of blood throughout the penile skin system and glans. The blood flowing into major penile arteries is obstructed by the line of scar tissue at the point of incision, creating backflow instead of feeding the branches and capillary networks beyond the scar. Deprived of blood, the meatus may contract and scarify, obstructing the flow of urine.35 This condition, known as meatal stenosis, often requires corrective surgery. Meatal stenosis is found almost exclusively among boys who have been circumcised.[...]Circumcision also severs the lymph vessels, interrupting the circulation of lymph and sometimes causing lymphedema, a painful, disfiguring condition in which the remaining skin of the penis swells with trapped lymph fluid.","Con","Circumcision can cause male impotency","726177c17f1876967153ee95567514a7","c580b3fab7de9b35305202dd3e9ecd2a"
"7366","79","sexuality","751","Infant male circumcision","there are many other situations where circumcision helps prevent future disease or discomfort.[...]If the foreskin cannot easily be moved when the penis becomes hard, or if that causes pain - this is not only a childhood problem. At puberty, as the penis grows and masturbation begins, problems may emerge. Some men have pain on intercourse, which they then try to avoid for that reason. If so, you (and your partner) will benefit from your circumcision just as many boys do. Some men are afraid to admit to this problem, but it is curable by circumcision.","Pro","Sex with uncircumcised penis can be painful for men","0bbf19a55efa557183c00cbcd262d80e","27376dd522da469d419b422ffd18974e"
"466","79","sexuality","27","Adult male circumcision","The foreskin has numerous protective, sensory, and sexual functions[...] Erogenous Sensitivity: The foreskin is as sensitive as the fingertips or the lips of the mouth. It contains a richer variety and greater concentration of specialized nerve receptors than any other part of the penis.15 These specialized nerve endings can discern motion, subtle changes in temperature, and fine gradations of texture.","Con","Foreskin is important to sexual intercourse and pleasure","0abc4a0aee127c0f1e42a2d16b3e52e4","ffe01967ba5b258c1d06d70742211dc0"
"7363","79","sexuality","751","Infant male circumcision","Ralph Ginzburg's letter (May 13) condemning circumcision is filled with so many sensational untruths that it deserves rebuttal[...]His most ridiculous statement concerns his informal studies, when he refers to a loss of sexual pleasure that may impoverish wives and lovers. Mr. Ginzburg needs to realize that true sexual pleasure demands much interaction between two people, and if someone is dependent on a small piece of redundant skin to furnish it, he is truly impoverished.","Pro","Circumcision does not interfere with sexual pleasure","f0197e1fff22a0c6e8c10b4813e46aa5","f0be2cd25cd4a3006045e9be44288379"
"464","79","sexuality","27","Adult male circumcision","there are many other situations where circumcision helps prevent future disease or discomfort.[...]If the foreskin cannot easily be moved when the penis becomes hard, or if that causes pain - this is not only a childhood problem. At puberty, as the penis grows and masturbation begins, problems may emerge. Some men have pain on intercourse, which they then try to avoid for that reason. If so, you (and your partner) will benefit from your circumcision just as many boys do. Some men are afraid to admit to this problem, but it is curable by circumcision.","Pro","Sex with an uncircumcised penis can be painful for men.","3bc220e0c4232902babb14720fc6627a","27376dd522da469d419b422ffd18974e"
"7365","79","sexuality","751","Infant male circumcision","The reactions of uncircumcised men that became circumcised later in life is that it improved their sexual performance and pleasure. This is important group to follow because they are the only group that experienced sex with an uncircumcised and circumcised penis.","Pro","Those circumcised in adulthood note improved sex","41af4c88467cdd5654c0f5d9341da440","13b3c9d58112e2d5eafba93e6eb21347"
